Date,Close Price
15/03/2017 00:00,1259.6
16/03/2017 00:00,1172.91
17/03/2017 00:00,1070.13
18/03/2017 00:00,970.6
19/03/2017 00:00,1017.8
20/03/2017 00:00,1041.34
21/03/2017 00:00,1115.04
22/03/2017 00:00,1037.44
23/03/2017 00:00,1029.95
24/03/2017 00:00,935.95
25/03/2017 00:00,964.69
26/03/2017 00:00,965.23
27/03/2017 00:00,1040.49
28/03/2017 00:00,1044.25
29/03/2017 00:00,1040.39
30/03/2017 00:00,1037.53
31/03/2017 00:00,1079.75
01/04/2017 00:00,1089.51
02/04/2017 00:00,1098.78
03/04/2017 00:00,1147.63
04/04/2017 00:00,1143.75
05/04/2017 00:00,1135
06/04/2017 00:00,1190.6
07/04/2017 00:00,1193.02
08/04/2017 00:00,1184.82
09/04/2017 00:00,1210.05
10/04/2017 00:00,1213.34
11/04/2017 00:00,1224.77
12/04/2017 00:00,1216.5
13/04/2017 00:00,1178.53
14/04/2017 00:00,1183.44
15/04/2017 00:00,1180.7
16/04/2017 00:00,1184.79
17/04/2017 00:00,1203.73
18/04/2017 00:00,1217.6
19/04/2017 00:00,1226.94
20/04/2017 00:00,1255.4
21/04/2017 00:00,1257.13
22/04/2017 00:00,1244.37
23/04/2017 00:00,1248.22
24/04/2017 00:00,1248.32
25/04/2017 00:00,1263.54
26/04/2017 00:00,1284.84
27/04/2017 00:00,1329.19
28/04/2017 00:00,1320.05
29/04/2017 00:00,1327.04
30/04/2017 00:00,1347.96
01/05/2017 00:00,1402.08
02/05/2017 00:00,1443.68
03/05/2017 00:00,1492
04/05/2017 00:00,1515.63
05/05/2017 00:00,1512.21
06/05/2017 00:00,1548.29
07/05/2017 00:00,1555.47
08/05/2017 00:00,1639.32
09/05/2017 00:00,1706.93
10/05/2017 00:00,1756.8
11/05/2017 00:00,1807.37
12/05/2017 00:00,1676.99
13/05/2017 00:00,1759.96
14/05/2017 00:00,1772.42
15/05/2017 00:00,1697.38
16/05/2017 00:00,1718.2
17/05/2017 00:00,1802.16
18/05/2017 00:00,1887.33
19/05/2017 00:00,1968.1
20/05/2017 00:00,2051.73
21/05/2017 00:00,2055.62
22/05/2017 00:00,2139.03
23/05/2017 00:00,2291.48
24/05/2017 00:00,2476.3
25/05/2017 00:00,2357.5
26/05/2017 00:00,2247.48
27/05/2017 00:00,2106.31
28/05/2017 00:00,2207.58
29/05/2017 00:00,2289.87
30/05/2017 00:00,2197.23
31/05/2017 00:00,2330.23
01/06/2017 00:00,2452.18
02/06/2017 00:00,2517.41
03/06/2017 00:00,2555.65
04/06/2017 00:00,2552.81
05/06/2017 00:00,2736.59
06/06/2017 00:00,2914.08
07/06/2017 00:00,2694.22
08/06/2017 00:00,2825.03
09/06/2017 00:00,2826.7
10/06/2017 00:00,2942.34
11/06/2017 00:00,3018.54
12/06/2017 00:00,2682.59
13/06/2017 00:00,2738.93
14/06/2017 00:00,2494.48
15/06/2017 00:00,2456.92
16/06/2017 00:00,2528.1
17/06/2017 00:00,2664
18/06/2017 00:00,2576.17
19/06/2017 00:00,2641.66
20/06/2017 00:00,2778.83
21/06/2017 00:00,2712.16
22/06/2017 00:00,2740.79
23/06/2017 00:00,2738.22
24/06/2017 00:00,2619.12
25/06/2017 00:00,2594.45
26/06/2017 00:00,2485.36
27/06/2017 00:00,2593.17
28/06/2017 00:00,2584.56
29/06/2017 00:00,2561.56
30/06/2017 00:00,2499.98
01/07/2017 00:00,2460.2
02/07/2017 00:00,2529.78
03/07/2017 00:00,2581.07
04/07/2017 00:00,2625.07
05/07/2017 00:00,2629.27
06/07/2017 00:00,2619.11
07/07/2017 00:00,2521.24
08/07/2017 00:00,2579.93
09/07/2017 00:00,2525.67
10/07/2017 00:00,2371.96
11/07/2017 00:00,2332.19
12/07/2017 00:00,2423.16
13/07/2017 00:00,2364.52
14/07/2017 00:00,2232.65
15/07/2017 00:00,1993.26
16/07/2017 00:00,1938.94
17/07/2017 00:00,2244.26
18/07/2017 00:00,2327.9
19/07/2017 00:00,2294.4
20/07/2017 00:00,2877.39
21/07/2017 00:00,2694.29
22/07/2017 00:00,2838.81
23/07/2017 00:00,2762.63
24/07/2017 00:00,2779.04
25/07/2017 00:00,2591.22
26/07/2017 00:00,2550.18
27/07/2017 00:00,2697.47
28/07/2017 00:00,2805.18
29/07/2017 00:00,2720.08
30/07/2017 00:00,2746.33
31/07/2017 00:00,2873.83
01/08/2017 00:00,2735.59
02/08/2017 00:00,2723.58
03/08/2017 00:00,2814.36
04/08/2017 00:00,2883.68
05/08/2017 00:00,3301.76
06/08/2017 00:00,3255
07/08/2017 00:00,3431.97
08/08/2017 00:00,3453.16
09/08/2017 00:00,3377.54
10/08/2017 00:00,3445.28
11/08/2017 00:00,3679.61
12/08/2017 00:00,3917.65
13/08/2017 00:00,4111.2
14/08/2017 00:00,4382.74
15/08/2017 00:00,4204.43
16/08/2017 00:00,4425.3
17/08/2017 00:00,4316.34
18/08/2017 00:00,4159.46
19/08/2017 00:00,4206.13
20/08/2017 00:00,4111.22
21/08/2017 00:00,4054.94
22/08/2017 00:00,4137.67
23/08/2017 00:00,4191.22
24/08/2017 00:00,4362.47
25/08/2017 00:00,4408.32
26/08/2017 00:00,4387.46
27/08/2017 00:00,4394.51
28/08/2017 00:00,4439.66
29/08/2017 00:00,4648.13
30/08/2017 00:00,4630.73
31/08/2017 00:00,4764.87
01/09/2017 00:00,4950.72
02/09/2017 00:00,4643.97
03/09/2017 00:00,4631.69
04/09/2017 00:00,4319.72
05/09/2017 00:00,4422.12
06/09/2017 00:00,4626.72
07/09/2017 00:00,4638.1
08/09/2017 00:00,4317.54
09/09/2017 00:00,4291.88
10/09/2017 00:00,4191.17
11/09/2017 00:00,4188.84
12/09/2017 00:00,4148.27
13/09/2017 00:00,3874.26
14/09/2017 00:00,3226.41
15/09/2017 00:00,3686.9
16/09/2017 00:00,3678.74
17/09/2017 00:00,3672.57
18/09/2017 00:00,4067.08
19/09/2017 00:00,3897
20/09/2017 00:00,3858.09
21/09/2017 00:00,3612.68
22/09/2017 00:00,3603.31
23/09/2017 00:00,3777.29
24/09/2017 00:00,3662.12
25/09/2017 00:00,3927.5
26/09/2017 00:00,3895.51
27/09/2017 00:00,4208.56
28/09/2017 00:00,4185.29
29/09/2017 00:00,4164.1
30/09/2017 00:00,4353.05
01/10/2017 00:00,4394.64
02/10/2017 00:00,4404.1
03/10/2017 00:00,4320.09
04/10/2017 00:00,4225.92
05/10/2017 00:00,4322.75
06/10/2017 00:00,4370.24
07/10/2017 00:00,4437.03
08/10/2017 00:00,4596.96
09/10/2017 00:00,4772.97
10/10/2017 00:00,4754.7
11/10/2017 00:00,4830.77
12/10/2017 00:00,5439.13
13/10/2017 00:00,5640.13
14/10/2017 00:00,5809.69
15/10/2017 00:00,5697.39
16/10/2017 00:00,5754.22
17/10/2017 00:00,5595.23
18/10/2017 00:00,5572.2
19/10/2017 00:00,5699.58
20/10/2017 00:00,5984.09
21/10/2017 00:00,6013.23
22/10/2017 00:00,5984.96
23/10/2017 00:00,5895.3
24/10/2017 00:00,5518.85
25/10/2017 00:00,5733.9
26/10/2017 00:00,5888.14
27/10/2017 00:00,5767.68
28/10/2017 00:00,5732.82
29/10/2017 00:00,6140.53
30/10/2017 00:00,6121.8
31/10/2017 00:00,6447.67
01/11/2017 00:00,6750.17
02/11/2017 00:00,7030
03/11/2017 00:00,7161.45
04/11/2017 00:00,7387
05/11/2017 00:00,7382.45
06/11/2017 00:00,6958.21
07/11/2017 00:00,7118.8
08/11/2017 00:00,7458.79
09/11/2017 00:00,7146.78
10/11/2017 00:00,6570.31
11/11/2017 00:00,6337
12/11/2017 00:00,5857.32
13/11/2017 00:00,6517.68
14/11/2017 00:00,6598.77
15/11/2017 00:00,7279
16/11/2017 00:00,7843.94
17/11/2017 00:00,7689.91
18/11/2017 00:00,7776.94
19/11/2017 00:00,8033.94
20/11/2017 00:00,8238.2
21/11/2017 00:00,8095.59
22/11/2017 00:00,8230.69
23/11/2017 00:00,8002.64
24/11/2017 00:00,8201.46
25/11/2017 00:00,8763.78
26/11/2017 00:00,9326.59
27/11/2017 00:00,9739.05
28/11/2017 00:00,9908.23
29/11/2017 00:00,9816.35
30/11/2017 00:00,9916.54
01/12/2017 00:00,10859.56
02/12/2017 00:00,10895.01
03/12/2017 00:00,11180.89
04/12/2017 00:00,11616.85
05/12/2017 00:00,11696.06
06/12/2017 00:00,13708.99
07/12/2017 00:00,16858.02
08/12/2017 00:00,16057.14
09/12/2017 00:00,14913.4
10/12/2017 00:00,15036.96
11/12/2017 00:00,16699.68
12/12/2017 00:00,17178.1
13/12/2017 00:00,16407.2
14/12/2017 00:00,16531.08
15/12/2017 00:00,17601.94
16/12/2017 00:00,19343.04
17/12/2017 00:00,19086.64
18/12/2017 00:00,18960.52
19/12/2017 00:00,17608.35
20/12/2017 00:00,16454.72
21/12/2017 00:00,15561.05
22/12/2017 00:00,13857.14
23/12/2017 00:00,14548.71
24/12/2017 00:00,13975.44
25/12/2017 00:00,13917.03
26/12/2017 00:00,15745.26
27/12/2017 00:00,15378.28
28/12/2017 00:00,14428.76
29/12/2017 00:00,14427.87
30/12/2017 00:00,12629.81
31/12/2017 00:00,13860.14
01/01/2018 00:00,13412.44
02/01/2018 00:00,14740.76
03/01/2018 00:00,15134.65
04/01/2018 00:00,15155.23
05/01/2018 00:00,16937.17
06/01/2018 00:00,17135.84
07/01/2018 00:00,16178.49
08/01/2018 00:00,14970.36
09/01/2018 00:00,14439.47
10/01/2018 00:00,14890.72
11/01/2018 00:00,13287.26
12/01/2018 00:00,13812.71
13/01/2018 00:00,14188.78
14/01/2018 00:00,13619.03
15/01/2018 00:00,13585.9
16/01/2018 00:00,11348.02
17/01/2018 00:00,11141.25
18/01/2018 00:00,11250.65
19/01/2018 00:00,11514.92
20/01/2018 00:00,12759.64
21/01/2018 00:00,11522.86
22/01/2018 00:00,10772.15
23/01/2018 00:00,10839.83
24/01/2018 00:00,11399.52
25/01/2018 00:00,11137.24
26/01/2018 00:00,11090.06
27/01/2018 00:00,11407.15
28/01/2018 00:00,11694.47
29/01/2018 00:00,11158.39
30/01/2018 00:00,10035
31/01/2018 00:00,10166.51
